Artist_id,Artist_name,Artist_location
ARPTJHV11F4C83EF53,Mighty Diamonds,
ARCZ42S1187B98C0D7,DJ Slugo,
ARON0YP1187FB4B465,Fiona,"New York, NY"
ARTF2KG1187B98DDD1,Gold City,
ARXGWNG1187FB503A5,Ini Kamoze,
ARVEZFH1187B9A6F9C,Dominic,"Santo Domingo, Rep. Dom."
ARSPQ0H1187B999944,Eric Burdon,"Walker-on-Tyne, England"
ARYZX981187B9A995B,Zachary Richard,Louisiana
ARRU9GR1187FB43F56,Blind Willie McTell,"Thomson, GA"
ARFAKQ01187B990163,Georges Delerue,
ARVMZFK11F50C4A0D2,Tunsi,California - SF
ARSWXNX1187FB3D04E,Chango Spasiuk,Argentina
AR4TLW81187B99683D,Martin Sexton,"Syracuse, NY"
ARD2NDU1187B99B615,Dropkick Murphys,"Boston, MA"
AR4I72F1187B9A0D85,Suzi Quatro,
AR5MSL51187FB52E11,ÄI-TIEM,
ARA0JEL1187B998FA3,Dub Wiser,"Vancouver, BC, Canada"
ARKJVHY11E2835E76B,Brownie McGhee,"Knoxville, TN"
AR8TLVX1187B9B2D7D,Mithotyn,Sweden
ARGVJPK1187B9909EA,Josh Groban,
AR7AOEJ1187FB3D279,Little Milton,"Inverness, MS"
ARSS1OZ1187FB54440,Mons Leidvin Takle,
AR4W5GR1187FB51F7E,Alacranes Musical,
ARDL6T21187FB36FDD,Clifton Chenier,"Opelousas, LA"
ARM9QAE1187B9AF687,Shaman,Brazil
AR0OTEX1187FB3600D,Los Del Rio,
ARROKMI1187B9B42D0,L.a. Dream Team,
ARZ4F9B1187FB3C979,Steve Porter,UK - England - South West
ARHZCG01187B99E4DE,Stanley Clarke;Herbie Hancock,"Philadelphia, PA"
ARIHI8H1187B9B0058,Jackie Edwards,Jamaica
ARI648V1187B9B5379,Michael Stanley Band,
ARNMBZY122BCFCCEB8,Modern Day Escape,
ARKCTSM11F4C83C839,Igor Stravinsky,
ARQN3MO1187B98A811,Channel Live,
ARD842G1187B997376,Blue Rodeo,"Toronto, Ontario, Canada"
ARGLOWN1187B99C06D,North Mississippi Allstars,"Hernando, MS"
ARH0NCL1187B99B41A,Quadro Nuevo,
ARNPPTH1187B9AD429,Jimmy Page / Robert Plant,"Heston, Middlesex, England"
AR22KLC1187B98E812,Kaija Koo,
AR9NA5G1187B98F460,The Raconteurs,"Detroit, MI"
AR9MRSJ1187B99B99F,La Charanga Rubalcaba,
AR15O341187B9B182C,Natassa Theodoridou,
AR7DFJP1187B992F13,Juana Molina,
ARNVYGT1264D12B047,Roy Carrier,
ARTDMPY11F50C4BB18,Dave Graney & Clare Moore,
ARW70HR1187B9A358C,Aleks Syntek,"Merida, Mexico"
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony,"Cleveland, OH"
ARYC2P31187B9B9AB7,Seguridad Social,
ARVAE6W1187FB3CAF3,The Refreshments,
ARMR44C1187FB433D2,Penguin Café Orchestra,
ARLLRL61187B9B6698,The Sonics,"Tacoma, WA"
ARA2CR31187FB36A39,The Kitchen,CANADA - Ontario
ART9VCW1187B9B6FE6,Lili Ivanova,
ARSLDFH12454A38A01,Her Majesty's Finest,
ARENXFQ1187B996F17,Ram Squad,"Philadelphia, PA"
ARHAEXZ1187FB54F3C,N.E.R.D.,
ARD3LXU1187B9ABFC5,Sex Pistols,
ARTSGR41187B9912C6,W.A.S.P.,
AR71WYS1187FB5170D,Kelly Sweet,
ARZH0R61187FB422AE,Fontella Bass,"St. Louis, MO"
ARGSAFR1269FB35070,Blingtones,
ARK02331187B9A631E,Bambino_ Ivan Tirado,Michigan
ARQJBXN1187B9B11D9,Thirst,UK - England - South West
ARPBNLO1187FB3D52F,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge,"New York, NY"
ARJIE2Y1187B994AB7,Line Renaud,
ARVBRGZ1187FB4675A,Gwen Stefani,
ARVML4B1187FB52324,Leroy Hutson,"Newark, NJ"
ARYPRAG11F50C48C62,Checkers,
AR59C6A1187B9B2143,The Cat's Miaow,Australia
ARVTGUZ1187B9AA3DA,No Address,"Tallahassee, FL"
ARCRSUM1187FB52AB0,The Frequency,
ARL2XD71187B9B690B,The Hokum Boys,
ARYVJYT1187FB484D7,John Stewart,"San Diego, CA"
AR13CXU1187B9AD30A,The Clash,"London, England"
ARTE9CG1187B99B1AF,Karaoke (Made famous by DMX),
ARTWWNA1187B9B3BD7,Frederik,
ARA3O2C1187B989063,Hinge,
ARCTEJY1269FCCF46D,Mr. Grillo,
AREDBBQ1187B98AFF5,Eddie Calvert,
ARPGCHN1187B9A2831,Nicky B,
ARUKJUP12086C14589,Ramón Vargas,
ARQIB731187FB3BE17,Arthur Fiedler;Earl Wild;Pasquale Cardillo,"Boston, MA"
ARWA6NT1187FB3F15C,The Cure,"Crawley, England"
ARW3V6T1187B9ACAC4,Miossec,"Brest, France"
ARQCHDN1187FB4C7C2,Luiz Bonfa,"Rio de Janeiro, Brazil"
ARECCJL1269FCCE7FD,Sven Scholander,
ARTYXQC1187B9ACAB2,Shaggy,"Kingston, Jamaica"
AR0IVSA1187FB4F069,Helmet,New York
ARPFKK81187B99878D,Tex Williams,"Ramsey, Fayette County, IL"
ARHHNN41187B98B4D5,Miranda Lee Richards,Los Angeles CA
ARHEQ501187FB4F898,Fruko Y Sus Tesos,
ARJCOPY1187FB5C315,K'Naan,"Mogadishu, Somalia"
ARQXR6R1187FB46FD6,Soul Asylum,"Minneapolis, MN"
ARPCRUC124549A44E6,Herbstrock,
ARQ9BO41187FB5CF1F,John Davis,Pennsylvania
ARKU3Z61187FB51DCA,Rihanna,"St Michael, Barbados"
AREBWEH1187B99EA9A,Beherit,Helsinki
ARO0QD41187FB3AB0A,Keb' Mo',"Los Angeles, CA"
ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airman,
ARSX72J1187FB3740D,Big Mike Griffin,
AREKZKE11F50C4A7D8,Rocker-T,Wisconsin
AR7CCS31187B98C531,Tom Barabas,
ARMORUX11F50C4EEBF,Terry Muska,Texas
ARGBGC71187FB3DD0B,DJ Nasty,
ARHUQUF1187FB382E6,T-Bone,Thaba Nchu
ARQ76LG1187B9ACD84,Black Flag,"Los Angeles, CA"
AR8E1KA1187B9A18C3,Mike Vax,
ARUACR61187FB3AB37,Kisha,
ARN5MQ11187B98A12D,2-Gether feat. Sarinah,
ARIN12F1187FB3E92C,Grant Geissman,"PEARLINGTON, Mississippi"
ARJ7KF01187B98D717,Coldplay,
ARY55LO1187B9A3F17,Three-6 Mafia,"Memphis, TN"
ARVDP1V1187FB53341,Mars Ill,
ARWGIOC1187FB4CBEF,Jim Chappell,United States
AR3MSAN1187B98F06B,OutKast featuring George Clinton,"Atlanta, GA"
ARDK0551187FB5AC48,Blind Willie Johnson,"Marlin, TX"
ARQRD391187FB5515A,Chelsea,England
ARDF6RM1187FB5A409,Martin Denny,"New York, NY"
AROF4LP1187FB41C51,Selena,Texas
AR05IU31187B9B9A1A,Alex Ubago,"Vitoria, Spain"
AR52EZT1187B9900BF,Alicia Keys,"Harlem, New York"
ARZIXB81187B98FCEC,The Plimsouls,
ARKZJ301187FB521B2,Lily Allen,LDN
AR8H87D1187FB3A841,Glen Campbell,"Delight, AR"
AR26X1C1187B9B0A1B,Conway Twitty,"Friars Point, MS"
ARE8LV21187B9B9A6B,Shifty,"Los Angeles, California"
AR77FBJ1187FB49D8D,Rance Allen Group,"Detroit, MI"
AR2ABYH1187B9A0C67,Bröderna Djup,
ARANDRM1187B98B446,Wild Horses,
AREPOUG11F4C83D36C,DJ Rashad,
ARWPHQB11F4C83B42B,Stickboy,North Carolina
AR59C6A1187B9B2143,The Cat's Miaow,Australia
ARQ91R31187FB38A88,Grandpa Jones,"Niagra, KY"
AR43KFF1187B9B74B1,Little Freddie King,Louisiana
ARZXTEY1187B9997A7,Juelz Santana,"New York, NY [Harlem]"
ARADC5W1187B993322,Dottie Rambo_ The Whites,"NASHVILLE, US"
ARU9KWP1187B98B2A7,Busdriver,
ARSW5F51187FB4CFC9,Alice In Chains,"Seattle, WA"
ARKHMZB1187B998670,Curtis,
ARKE7ZQ1187FB504BB,Blackfoot,"Jacksonville, FL"
ARJMGMP124BAE72D46,Gerald Clayton,
ARGJ0911187FB4613F,Maria Muldaur,"New York, NY"
ARM4WGN1187FB3C746,Kyle Eastwood,
ARGK9MB1187FB37402,MIMS,"New York, NY [Washington Heights]"
ARHEQ501187FB4F898,Fruko Y Sus Tesos,
ARBJFXO122C8677DF0,Dave Rave_ Mark McCarron,CANADA - Ontario
ARPN0NC1187B991591,Guitar Slim,"Greenwood, MS"
ARYDFJA1241B9CBFF2,Jacques Douai,
AR1N6N61187FB4E25E,Mongo Santamaria,"Havana, Cuba [Jesus Maria]"
AROF4LP1187FB41C51,Selena,Texas
AR3MSAN1187B98F06B,OutKast,"Atlanta, GA"
ARXHDZ81187FB43F80,Adrienne Pierce,Canada
ARZCHLM1187FB495C3,Ray Barretto,"Brooklyn, NY"
ARW45YR1187FB3DE95,Pierre Perret,
ARJ3TAF1187FB4AAB1,David & Steve Gordon,California
ARW63KF1187B98AC48,Julien Clerc,FR
ARTL6FB1187FB4EAA7,Kool Keith,
AR059HI1187B9A14D7,Roy Drusky,"Atlanta, GA"
ARBOG0H1187B99F775,MxPx,"Bremerton, WA"
ARIBTOJ11F4C83E8DD,Undertakin' Daddies,
AR8LD3R1187FB4D08F,C.C. Adcock,Louisiana
AR0VS771187B99564F,Rocky Hill,DE
ARBKEA91187B98CE1F,Claw Hammer,
AR38I491187B9B2F2D,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,
ARPVRUC1187FB4F1DE,PitchBlack,"Oakland, CA"
ARKR75V1187FB3D4D5,My Chemical Romance,New Jersey
AR6CLFP1187B9ACB94,Daniel Johnston,"Sacramento, CA"
ARWA8AH1187FB3FC84,Hot Chip,London
ARTXNYR12802FDE977,ZombieSuckers,
ARGVBQ31187B9A5F3C,Eyes Cream,
AROHUUU1269FB35937,Melanie And The Secret Army,
ARDWS2V1187B99AED0,Mazz,
AR9W3X91187FB3994C,Phil Collins,"Chiswick, London, England"
AR6UVLC1187B9B4D4C,Suzi Quatro,"Detroit, MI"
ARSQRPG11C8A4174C6,Esser,
ARZCXO91187FB53708,Justin,Georgia
ARSDSMG1187B98CB59,Eddie Cantor,"New York, NY"
ARWSMC91187B9AD369,Helen Love,"Cardiff, Wales"
AR23EC41187FB4805D,The American Boychoir,New Jersey
AR2WUJP1187B99364C,Nicola Fasano Feat. Paula B,
ARWIMT21187B9B5AEC,Joe Turner,Mississippi
ARTYGL51187B98F9D3,K.T. Oslin,"Crossett, AR"
AR93K7R1187B9AC92A,Black Debbath,"Oslo, Norway"
ARPATQ21187B9ACAFC,Happy Mondays,"Manchester, England"
ARJUSOQ1187FB3E063,Chalk Farm,
ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,
ARFY8NV1187B9B1961,Der Moderne Man,
ARXPE571187FB4AFD0,Rickie Lee Jones,"Chicago, IL"
ARGGEGH11F4C83C076,Miriam Yeung,
AR1ZKBE1187FB53629,Kraftwerk,"D�orf, Germany"
AR5DXUU1187B9B0E42,Falco,"Vienna, Austria"
ARIIEQL1187FB5CE68,Buddy Miles,"Omaha, NE"
ARJIQLJ1187B998316,Long John Hunter,Louisiana
ARYSIIT11F50C511A5,The Plasmatics,
ARLV03V1187B9A33A9,Djelimady Tounkara,
ARB45GQ1187B98D2B4,DeGarmo & Key,
AR8WHEJ1187B98CDCA,Dee Clark,"Blythesville, AR"
AR7FN5Y1187B99B248,J.R. Writer_ Jha Jha,
ARD44H211C8A422686,This Or The Apocalypse,
ARTR7971187FB4CF69,Rocket From The Tombs,"Cleveland, OH"
ARJB9TE1187FB3A9F8,The Edgar Broughton Band,
ARIMW0M1187B99EC59,TEN MADISON,
ARKWCGR1187B992B71,Patricia Kaas,
ARKNOZU1187FB5A371,Phil Vassar,"Lynchburg, VA"
ARMXCWK12086C13DB2,I.N.T.,NY - New York City
ARTP2PK1187B98FECA,Quinteto Violado,
ARH4N0N1187FB3E1F1,Malkit Singh,
AR6VWIR1187B98C1E9,Alturas,
AREV2491187B9B017E,Mobb Deep,"Queensbridge, NY"
ARYUHNV1187FB482AF,Megadrums,
AR9I1L41187FB37F0E,Harry Connick_ Jr.,"New Orleans, LA"
AR9A5TK1187B9AD07F,fIREHOSE,
ARUILCK12086C13991,Antonio Bribiesca,
ARS5Z5P1187FB3F325,Sex Machine ft. Shèna,Michigan
ARYGXKQ11E2835CE3B,Styles P,"New York, NY [Queens]"
ARQ8FR81187FB58D27,Gloria De Haven,
ARO7FES1187B9A59BE,M.I.K.E.,"Antwerp,Belgium, New York"
ARGOLWM1187B98CEDE,Commissioned,Michigan
ARLV8S31187B988B71,Georges Brassens,"S�, France"
ARXI7WU1187FB4D75E,Tinariwen,"Mali, Africa"
ARSDSMG1187B98CB59,Eddie Cantor,"New York, NY"
ARKAOAD1241B9CD30A,Royal Bubble Orchestra,
ARGSJW91187B9B1D6B,JennyAnyKind,North Carolina
AREOREU1187B99AACD,Rhian Sheehan,Wellington
ARHEBZJ1187FB37C3A,Samba Enredo,
ARTJJZZ1187B9BA5E7,Rishi Rich,
AR11NP91187B9901B4,The Roches,New York City
ARCLGCL1241B9CA830,Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,
AR03BDP1187FB5B324,Britney Spears,"Kentwood, LA; Los Angeles, CA"
ARZZRK91187B9A5CA5,Delroy Wilson,"Kingston, Jamaica"
ARELMNO1187FB52929,Bottom Of The Hudson,"Charlottesville, VA"
ARVWIEH1187B9B39B5,This Is Hell,"Long Island, NY"
AR8RXRI1187FB4104B,The Roots,"Philadelphia, Pennsylvania, U.S."
ARGWIHH1187B9A79B0,Test Icicles,
ARI4SKQ1187B9B43B0,Beres Hammond,
ARTK5LU1187B9A654C,Michael Gettel,
ARU34651187B99A264,Michal,NY - New York City
ARDCE3Q1187B99D0D7,Non Phixion,
ARMFGS71187B98ED03,Les Bonapartes,
ARRFTTO1241B9C8C96,Artie Fishel & The Promised Band,
ARHOCKY11E2835D7CB,Maire Brennan,
AR3VSHF1187B9B3002,Flame,St Louis MO
AR392MV1187FB3C3FE,Connie Francis,"Newark, NJ"
ARBUOOR1187B997391,Oasis,"Manchester, England"
ARW9QSZ1187FB4B93E,George Harrison,"Liverpool, England"
ARIPLUN1187B99B9F9,The Police,"London, England"
ARG3UX61187B9AC05A,D.O.W.N.,
AREY3RN1187B993C5F,Goatwhore,"New Orleans, LA"
AR3KXHI1187FB3A8BF,Dora The Explorer,
ARBYFR71187B99A2A4,Sam Baker,"Austin, TX"
AR0VZWC1187B99BA57,The Berzerker,"Melbourne, Australia"
AR5OH2Z1187B9A46A9,Iggy Pop,"Muskegon, MI"
ARVX3V41187FB59E0F,Spade Cooley,
AR8T56O1187FB51C41,Bruford,
AR7CCCC1187FB578FF,Don Gibson,"Shelby, North Carolina"
AR797VK1187B989DDE,D.A.R.,
AR0BATO119B34038DB,The Dreamtree Project,
ARLLANI1187FB5116F,Simon Harris,
